iter	Logloss
182	0.01694008288
183	0.01673358179
184	0.01649109183
185	0.01633120093
186	0.01620931506
187	0.01607693368
188	0.01587815973
189	0.01575984292
190	0.01558479183
191	0.01539975692
192	0.01508656245
193	0.01494308206
194	0.01485852719
195	0.01468995463
196	0.01453450997
197	0.01436517838
198	0.01424796144
199	0.0141861358
200	0.01408326647
201	0.01394799771
202	0.01384848154
203	0.01371174233
204	0.01358307534
205	0.01346603009
206	0.0133620065
207	0.01323053204
208	0.01309769251
209	0.0129644042
210	0.01287471207
211	0.01274655762
212	0.01260785411
213	0.01252157123
214	0.01243692116
215	0.01234347808
216	0.01226224746
217	0.01212874326
218	0.01202288626
219	0.01190877088
220	0.01179585227
221	0.01169771562
222	0.01163445947
223	0.01152743205
224	0.01144275563
225	0.01139098438
226	0.01129694546
227	0.01121397409
228	0.01111057948
229	0.01102718567
230	0.01096799837
231	0.01088987272
232	0.010781357
233	0.01067432363
234	0.01057880575
235	0.01050965926
236	0.01042927438
237	0.01036449932
238	0.0102408761
239	0.01016097485
240	0.01009531157
241	0.01002843282
242	0.009959104439
243	0.009882184061
244	0.009816936418
245	0.009736478435
246	0.009649932916
247	0.009572477052
248	0.009443892515
249	0.009366939837
250	0.009281260445
251	0.00922907695
252	0.009149412845
253	0.009088808627
254	0.009011420762
255	0.008959231317
256	0.008895035096
257	0.008838506518
258	0.008769705971
259	0.008713654231
260	0.008668143906
261	0.008624475483
262	0.008569413115
263	0.008524772318
264	0.008483896068
265	0.008423213653
266	0.008352344261
267	0.00830376637
268	0.008249427333
269	0.008204526442
270	0.008119158991
271	0.008035367398
272	0.007967843516
273	0.007928290682
274	0.007855881982
275	0.007793331316
276	0.007748320778
277	0.00770815766
278	0.007665620556
279	0.007635066428
280	0.007543548543
281	0.007489546098
282	0.007459297112
283	0.007409311658
284	0.007369473231
285	0.007330103142
286	0.007278972769
287	0.007231239754
288	0.007193658866
289	0.007158559061
290	0.007120445238
291	0.0070810199
292	0.007038981732
293	0.006982503303
294	0.006944904565
295	0.006890758474
296	0.006847351418
297	0.006821436891
298	0.006778086783
299	0.006730989976
300	0.006697413331
301	0.0066595664
302	0.006622756866
303	0.006599609015
304	0.006528165039
305	0.006490284959
306	0.006454551071
307	0.006426279133
308	0.006382454738
309	0.006334730648
310	0.006302763859
311	0.006260028285
312	0.006225737233
313	0.006163456861
314	0.006131958409
315	0.006102135262
316	0.006072587508
317	0.006039732918
318	0.006010650526
319	0.005987381128
320	0.005953889905
321	0.005904534709
322	0.00587940896
323	0.005849020579
324	0.005824010002
325	0.005794480098
326	0.005760520112
327	0.005731589441
328	0.005704050608
329	0.005681467991
330	0.005650901114
331	0.005617442191
332	0.005595573554
333	0.005569634803
334	0.00553112829
335	0.005509840188
336	0.005474563163
337	0.005449680509
338	0.005422867556
339	0.005399375888
340	0.005371032127
341	0.005347681131
342	0.005323414284
343	0.00529889117
344	0.005275918413
345	0.005233763373
346	0.005212734515
347	0.00518246683
348	0.005160791564
349	0.005126982024
350	0.00510746145
351	0.005093271082
352	0.005075001249
353	0.005049111371
354	0.005026218088
355	0.005002697946
356	0.004988179487
357	0.00496580469
358	0.004946161294
359	0.004921850249
360	0.004904812458
361	0.004865276622
362	0.004840756908
363	0.004825466244
364	0.004807604825
365	0.004785445072
366	0.004762853531
367	0.004743893941
368	0.004717902916
369	0.004702941194
370	0.004682608042
371	0.004661934474
372	0.004631687613
373	0.00461713558
374	0.004603685117
375	0.004585504957
376	0.004566967381
377	0.004548367757
378	0.004529369069
379	0.004507923296
380	0.004489852783
381	0.004475500919
382	0.004446802292
383	0.004431247711
384	0.004415038648
385	0.004401657458
386	0.004391289437
387	0.004374589937
388	0.004364601856
389	0.004343819916
390	0.004333530943
391	0.004321064329
392	0.004308205875
393	0.00429651784
394	0.004283259897
395	0.004267987933
396	0.004249005819
397	0.004237670524
398	0.004216503544
399	0.004194675707
400	0.004180586487
401	0.00416560479
402	0.004156362139
403	0.004137706842
404	0.00412141023
405	0.004106269163
406	0.004089828056
407	0.004080360586
408	0.004065151946
409	0.004053422686
410	0.00404289487
411	0.004027934423
412	0.004012907253
413	0.003995937035
414	0.003978533753
415	0.003967964288
416	0.003955373577
417	0.003940955415
418	0.003924969896
419	0.003913305235
420	0.003900771898
421	0.003885023522
422	0.00387339371
423	0.003863041839
424	0.0038486989
425	0.003829497917
426	0.003816937805
427	0.003805225121
428	0.003785009265
429	0.003771168238
430	0.003759077739
431	0.003744986393
432	0.003717910372
433	0.003699495618
434	0.003689426364
435	0.003675744708
436	0.003664078772
437	0.003651853126
438	0.003643548
439	0.003632983209
440	0.003611583761
441	0.00360287277
442	0.003590370882
443	0.003573306742
444	0.003559715395
445	0.003547924725
446	0.003538655725
447	0.003525445381
448	0.003515192107
449	0.003494487089
450	0.003485369385
451	0.003472578079
452	0.003462505001
453	0.003452923209
454	0.003445108519
455	0.003437820815
456	0.003425929848
457	0.003415373132
458	0.003403085226
459	0.00339533386
460	0.003381989219
461	0.00337414903
462	0.003366508161
463	0.003351905554
464	0.003337845233
465	0.003325171649
466	0.003313830405
467	0.003304842534
468	0.003297402472
469	0.003289732704
470	0.003281933314
471	0.003272938431
472	0.003265232326
473	0.003259159027
474	0.003249622496
475	0.003239272962
476	0.003230708168
477	0.003225317613
478	0.003215160812
479	0.003208074978
480	0.003202103039
481	0.003190102637
482	0.003180050382
483	0.003168223588
484	0.003162341109
485	0.003155802873
486	0.003148558731
487	0.0031385664
488	0.003131012866
489	0.003121515009
490	0.003113641883
491	0.003099680372
492	0.003091113878
493	0.003083893322
494	0.003073323857
495	0.003064632841
496	0.003058506206
497	0.003050232529
498	0.003046381707
499	0.003036547047
500	0.003028405116
501	0.003019729613
502	0.003009815692
503	0.003002440441
504	0.002998720941
505	0.002990418364
506	0.002985554583
507	0.002978114096
508	0.002970454102
509	0.002963532314
510	0.002950053377
511	0.002943108001
512	0.002936279497
513	0.002930316271
514	0.002923761035
515	0.002914074695
516	0.002906235782
517	0.002897784034
518	0.002887327191
519	0.002875872474
520	0.00286767997
521	0.002860887378
522	0.002853841493
523	0.002843379974
524	0.002834280969
525	0.002826083365
526	0.002820925067
527	0.002810919349
528	0.002804261053
529	0.002794495241
530	0.002789274044
531	0.002784945748
532	0.00277633548
533	0.002769846755
534	0.002762641711
535	0.00275610475
536	0.002749007441
537	0.002743685309
538	0.002737534025
539	0.00273158121
540	0.002725434813
541	0.002719861726
542	0.002709838158
543	0.002705094861
544	0.002693355827
545	0.002686577897
546	0.002680207531
547	0.00267383504
548	0.002669273213
549	0.002661656568
550	0.002655099845
551	0.002649089657
552	0.002642155331
553	0.002634787305
554	0.002629085658
555	0.002616573783
556	0.002609449487
557	0.002605341335
558	0.002599437819
559	0.002590195168
560	0.002584689229
561	0.002578243215
562	0.002570842464
563	0.002563870102
564	0.002555289158
565	0.002544067335
566	0.002537085623
567	0.002531931362
568	0.002525513822
569	0.002518060586
570	0.002512338327
571	0.002508394858
572	0.002500593981
573	0.002494200453
574	0.002489147127
575	0.002483847944
576	0.002480089558
577	0.002470850732
578	0.002465271907
579	0.002459833329
580	0.002456464869
581	0.002451446817
582	0.002442651891
583	0.002437941318
584	0.002433387141
585	0.00242783764
586	0.002422980659
587	0.00241669529
588	0.002412611788
589	0.002409216129
590	0.002404935645
591	0.00240018236
592	0.002393756533
593	0.002385123103
594	0.002380850481
595	0.00237401454
596	0.002369975449
597	0.002365711326
598	0.002362016476
599	0.002359318011
600	0.00235348653
601	0.002349903877
602	0.002344143369
603	0.002340714562
604	0.002336197358
605	0.002331737953
606	0.00232752228
607	0.002322519739
608	0.002318504022
609	0.002314244575
610	0.002308943905
611	0.00230475628
612	0.002298005337
613	0.002290025752
614	0.002287218277
615	0.002285090572
616	0.002280467334
617	0.002276100577
618	0.002272139896
619	0.002266803102
620	0.002264045139
621	0.002259557897
622	0.002255172016
623	0.002247468885
624	0.002244091289
625	0.002238226022
626	0.002235381998
627	0.002232797218
628	0.002228582607
629	0.002221097921
630	0.002216975957
631	0.002212032065
632	0.002205681248
633	0.002196065457
634	0.00219158884
635	0.002186799432
636	0.002180234421
637	0.002175998985
638	0.002171946932
639	0.00216720321
640	0.002162797353
641	0.002157524733
642	0.00214917392
643	0.002143730029
644	0.002139363484
645	0.002134809732
646	0.002132022232
647	0.002127235798
648	0.002120056042
649	0.002116156559
650	0.002112726477
651	0.002108252622
652	0.002103455351
653	0.002099626842
654	0.002095660211
655	0.002092763277
656	0.002088352958
657	0.002083878466
658	0.002080229727
659	0.002075897606
660	0.002071553161
661	0.002068163027
662	0.002064871916
663	0.0020617236
664	0.002058684082
665	0.002055543204
666	0.00205301516
667	0.002049912106
668	0.00204575593
669	0.002041022408
670	0.002038244045
671	0.002031372193
672	0.002026622096
673	0.002020514585
674	0.002015540094
675	0.002012258332
676	0.002009142104
677	0.002006375641
678	0.002002089206
679	0.001999109187
680	0.001996515906
681	0.001993076049
682	0.001988917536
683	0.001985592638
684	0.001981087759
685	0.001977703363
686	0.001973783694
687	0.001970127305
688	0.001966575463
689	0.001963441172
690	0.0019586813
691	0.001953629461
692	0.001950957771
693	0.00194830818
694	0.001945770786
695	0.001941688133
696	0.001934779094
697	0.001932016456
698	0.001928218971
699	0.001923133558
700	0.001918618904
701	0.001912279775
702	0.001909183308
703	0.001905154629
704	0.001898099182
705	0.001893639565
706	0.001890874164
707	0.00188834187
708	0.001884818502
709	0.001881441756
710	0.001878992121
711	0.001875823832
712	0.001873428171
713	0.001870662346
714	0.001866927759
715	0.001864398227
716	0.001860135379
717	0.001855749497
718	0.001852247379
719	0.001848830471
720	0.001845602896
721	0.001843362144
722	0.001839718504
723	0.001836369807
724	0.001832652432
725	0.001829528979
726	0.001827300339
727	0.001823688786
728	0.001820026022
729	0.001818148635
730	0.001814281452
731	0.001810775296
732	0.001807787414
733	0.001802081518
734	0.001798514589
735	0.001796005031
736	0.00179363657
737	0.001790847158
738	0.001787525235
739	0.00178509175
740	0.001783018019
741	0.001780430795
742	0.001778297352
743	0.001772886292
744	0.0017707095
745	0.001768398837
746	0.001765512528
747	0.001758987466
748	0.00175535307
749	0.001752279447
750	0.001749584275
751	0.001746380924
752	0.001743954346
753	0.001741524899
754	0.001738525436
755	0.001735775972
756	0.001728796279
757	0.001725584428
758	0.001722397014
759	0.001719821796
760	0.001716057885
761	0.001713104958
762	0.001710470985
763	0.001708497763
764	0.001705974819
765	0.001701962502
766	0.001698846061
767	0.001697056221
768	0.00169546177
769	0.001692483557
770	0.001690349796
771	0.001687927467
772	0.001684780214
773	0.001681756846
774	0.001678817837
775	0.001676761637
776	0.001674726791
777	0.001672870123
778	0.001670850364
779	0.001668413693
780	0.001665504221
781	0.001663167209
782	0.001659856761
783	0.001656449415
784	0.001654052586
785	0.001651892475
786	0.001649404273
787	0.001647335217
788	0.001642815357
789	0.00163956292
790	0.00163745572
791	0.001635198712
792	0.001633014483
793	0.001630733782
794	0.001628446069
795	0.00162590485
796	0.001623346738
797	0.001621132441
798	0.001618873096
799	0.001617123736
800	0.001613057127
801	0.001609637138
802	0.001605520699
803	0.001603598688
804	0.001601230227
805	0.001598633228
806	0.001595753399
807	0.001593310353
808	0.001591118474
809	0.001588686159
810	0.001586566103
811	0.001583983766
812	0.001580838214
813	0.001579174171
814	0.001576126047
815	0.001573566234
816	0.001571798495
817	0.00156891261
818	0.001565806156
819	0.001561490185
820	0.001559658378
821	0.001557236793
822	0.001553892452
823	0.0015525582
824	0.001549855061
825	0.001547534198
826	0.001545203348
827	0.00154291946
828	0.001540592647
829	0.001539118256
830	0.001536715052
831	0.001534512549
832	0.001530770206
833	0.001528997579
834	0.001526659504
835	0.001525056978
836	0.001523327062
837	0.001521413339
838	0.00151855986
839	0.001516882536
840	0.001514673871
841	0.001513025127
842	0.001511594297
843	0.001509379576
844	0.001507620123
845	0.001505243374
846	0.001503026847
847	0.001500331569
848	0.001497972245
849	0.001496333914
850	0.001494341781
851	0.001492463756
852	0.00149128165
853	0.001487483634
854	0.001485385253
855	0.001482989699
856	0.001481508189
857	0.001479549523
858	0.001478028595
859	0.001476312597
860	0.00147497739
861	0.0014731816
862	0.001470880075
863	0.0014692665
864	0.001467482504
865	0.001464783614
866	0.001462841523
867	0.001460428225
868	0.001458245378
869	0.001455893704
870	0.001454183975
871	0.001452139142
872	0.001450888826
873	0.001449410928
874	0.001447517073
875	0.001444906262
876	0.001442912534
877	0.001440866746
878	0.001438930179
879	0.001437413501
880	0.001434729486
881	0.001432981402
882	0.00143105716
883	0.001429641948
884	0.001427982368
885	0.001426238002
886	0.001424300267
887	0.001422214423
888	0.00142023387
889	0.00141759926
890	0.001415600326
891	0.001412956366
892	0.001410845554
893	0.001409326858
894	0.001407828348
895	0.001406582707
896	0.001404685345
897	0.00140284812
898	0.001400899547
899	0.00139880021
900	0.001397211284
901	0.001396155825
902	0.001394089318
903	0.001392566159
904	0.001390605899
905	0.001387695153
906	0.001383838594
907	0.001381635347
908	0.001380198142
909	0.001378659896
910	0.001377738946
911	0.001375516681
912	0.001374094244
913	0.001372583197
914	0.001370603813
915	0.001368644085
916	0.0013652973
917	0.00136347038
918	0.001360928205
919	0.001358966564
920	0.001357301565
921	0.001355867547
922	0.001354023522
923	0.001351943203
924	0.001350455531
925	0.001347591426
926	0.001346319011
927	0.001344508028
928	0.001342877878
929	0.001341492734
930	0.00133989924
931	0.001337610464
932	0.001334172519
933	0.001332144899
934	0.001330008269
935	0.001328828501
936	0.001326976294
937	0.001325534627
938	0.001324062679
939	0.001322329576
940	0.001320473757
941	0.001318612413
942	0.001317493418
943	0.00131648662
944	0.00131454421
945	0.001313314293
946	0.00131219668
947	0.001309396111
948	0.001307538911
949	0.00130497793
950	0.001303880397
951	0.001302427893
952	0.001301334504
953	0.001299567614
954	0.001297989844
955	0.001296101832
956	0.001293040852
957	0.001291149122
958	0.001289846638
959	0.001288003888
960	0.001287096856
961	0.001285834958
962	0.001284538956
963	0.001282827314
964	0.001281220539
965	0.001280354412
966	0.001278867377
967	0.001277092625
968	0.001275768255
969	0.001274597199
970	0.001273125251
971	0.001271737557
972	0.001270347844
973	0.001269136096
974	0.001266491392
975	0.001264977795
976	0.001263695817
977	0.001261176804
978	0.00125986412
979	0.001257739815
980	0.001256769141
981	0.001255362642
982	0.001253218043
983	0.001251907697
984	0.001250769047
985	0.001249861908
986	0.00124831835
987	0.001246656326
988	0.00124525652
989	0.001244115957
990	0.001242734425
991	0.001241384556
992	0.001240156551
993	0.001238917391
994	0.001237754303
995	0.001235966376
996	0.001234625538
997	0.001233664957
998	0.001232456396
999	0.001231185468

